Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
299.0,Rodney Carney,26.0,GSW,SF,25.0,1.0,13.2,1.8,4.3,0.421,0.7,1.5,0.459,1.1,2.8,0.4,0.5,0.7,1.1,0.667,0.5,1.4,1.9,0.4,0.4,0.2,0.6,1.3,5.0,0
299.0,Rodney Carney,26.0,MEM,SF,2.0,0.0,2.5,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0
300.0,Marcus Camby,36.0,POR,C,59.0,51.0,26.1,2.0,5.0,0.398,0.0,0.0,0.0,2.0,5.0,0.399,0.398,0.7,1.2,0.614,3.1,7.2,10.3,2.1,0.7,1.6,1.1,2.4,4.7,0
301.0,Sundiata Gaines,24.0,3TM,PG,24.0,0.0,12.5,1.8,4.4,0.4,0.4,1.6,0.237,1.4,2.8,0.493,0.443,0.8,1.5,0.5,0.5,1.0,1.6,1.8,0.7,0.0,1.1,1.0,4.6,0
301.0,Sundiata Gaines,24.0,MIN,PG,8.0,0.0,8.1,0.9,2.8,0.318,0.3,0.8,0.333,0.6,2.0,0.313,0.364,0.6,1.3,0.5,0.1,0.6,0.8,0.8,0.4,0.0,0.8,0.5,2.6,0
301.0,Sundiata Gaines,24.0,TOR,PG,6.0,0.0,15.0,2.5,5.8,0.429,0.5,2.5,0.2,2.0,3.3,0.6,0.471,0.3,1.0,0.333,0.3,1.0,1.3,1.8,0.7,0.2,1.3,1.7,5.8,0
301.0,Sundiata Gaines,24.0,NJN,PG,10.0,0.0,14.6,2.0,4.8,0.417,0.4,1.7,0.235,1.6,3.1,0.516,0.458,1.1,2.0,0.55,1.0,1.4,2.4,2.5,0.9,0.0,1.3,1.1,5.5,0
302.0,Nick Collison,30.0,OKC,C,71.0,2.0,21.5,1.9,3.4,0.566,0.0,0.0,0.0,1.9,3.4,0.566,0.566,0.8,1.0,0.753,1.7,2.8,4.5,1.0,0.6,0.4,0.8,3.0,4.6,0
303.0,Tiago Splitter,26.0,SAS,C,60.0,6.0,12.3,1.7,3.2,0.529,0.0,0.0,0.0,1.7,3.2,0.532,0.529,1.3,2.3,0.543,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6,0
304.0,Shelden Williams,27.0,2TM,PF,59.0,38.0,15.4,1.7,3.7,0.468,0.0,0.0,0.0,1.7,3.7,0.468,0.468,1.0,1.3,0.773,1.6,3.1,4.6,0.5,0.4,0.4,0.7,2.1,4.5,0
304.0,Shelden Williams,27.0,DEN,PF,42.0,32.0,17.0,2.0,4.3,0.453,0.0,0.0,0.0,2.0,4.3,0.453,0.453,0.8,1.1,0.739,1.8,3.5,5.3,0.5,0.4,0.5,0.9,2.2,4.7,0
304.0,Shelden Williams,27.0,NYK,PF,17.0,6.0,11.6,1.2,2.3,0.538,0.0,0.0,0.0,1.2,2.3,0.538,0.538,1.4,1.7,0.828,1.1,1.8,2.9,0.8,0.3,0.2,0.4,2.0,3.9,0
305.0,Keith Bogans,30.0,CHI,SG,82.0,82.0,17.8,1.5,3.7,0.404,1.1,2.9,0.38,0.4,0.9,0.486,0.55,0.3,0.4,0.656,0.2,1.6,1.8,1.2,0.5,0.1,0.5,1.4,4.4,DPOY-19
306.0,Matt Carroll,30.0,CHA,SG,54.0,1.0,10.8,1.6,3.7,0.447,0.3,0.9,0.37,1.3,2.8,0.471,0.49,0.7,1.0,0.769,0.2,1.0,1.3,0.4,0.3,0.1,0.4,0.8,4.4,0
307.0,Reggie Evans,30.0,TOR,PF,30.0,18.0,26.6,1.4,3.4,0.408,0.0,0.0,0.0,1.4,3.4,0.412,0.408,1.6,2.9,0.545,4.0,7.5,11.5,1.3,1.0,0.2,1.3,3.0,4.4,0
308.0,Brendan Haywood,31.0,DAL,C,72.0,8.0,18.5,1.8,3.1,0.574,0.0,0.0,0.0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1.0,0.7,2.0,4.4,0
309.0,Damion James,23.0,NJN,SF,25.0,9.0,16.1,1.8,4.1,0.447,0.0,0.1,0.0,1.8,4.0,0.46,0.447,0.7,1.1,0.643,0.7,2.7,3.4,0.8,0.6,0.5,1.0,1.4,4.4,0
310.0,Zaza Pachulia,26.0,ATL,C,79.0,7.0,15.7,1.4,2.9,0.461,0.0,0.0,0.0,1.4,2.9,0.461,0.461,1.7,2.3,0.754,1.5,2.7,4.2,0.7,0.4,0.3,0.9,2.3,4.4,0
311.0,Michael Redd,31.0,MIL,SG,10.0,0.0,13.4,1.8,4.5,0.4,0.4,1.7,0.235,1.4,2.8,0.5,0.444,0.4,0.4,1.0,0.0,0.8,0.8,1.2,0.2,0.1,0.4,0.4,4.4,0
312.0,Quentin Richardson,30.0,ORL,SF,57.0,19.0,16.8,1.5,4.5,0.341,0.7,2.6,0.288,0.8,1.9,0.413,0.424,0.6,0.8,0.75,0.7,2.4,3.1,0.7,0.4,0.1,0.6,1.3,4.4,0
313.0,Trey Johnson,26.0,2TM,SG,8.0,0.0,11.8,1.5,4.1,0.364,0.1,0.4,0.333,1.4,3.8,0.367,0.379,1.1,1.3,0.9,0.3,0.6,0.9,1.4,0.1,0.1,0.6,1.5,4.3,0
313.0,Trey Johnson,26.0,TOR,SG,7.0,0.0,11.6,1.4,4.3,0.333,0.1,0.4,0.333,1.3,3.9,0.333,0.35,1.0,1.1,0.875,0.3,0.7,1.0,1.6,0.1,0.1,0.7,1.6,4.0,0
313.0,Trey Johnson,26.0,LAL,SG,1.0,0.0,13.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0
314.0,Jamario Moon,30.0,2TM,SF,59.0,20.0,17.7,1.7,4.2,0.407,0.6,2.1,0.309,1.1,2.1,0.504,0.484,0.3,0.3,0.882,0.4,2.4,2.8,0.9,0.5,0.6,0.4,1.1,4.3,0
314.0,Jamario Moon,30.0,CLE,SF,40.0,13.0,19.1,1.9,4.7,0.402,0.7,2.4,0.284,1.2,2.4,0.521,0.474,0.3,0.3,0.909,0.4,2.6,3.0,1.1,0.6,0.7,0.4,1.0,4.7,0
314.0,Jamario Moon,30.0,LAC,SF,19.0,7.0,14.6,1.3,3.1,0.424,0.6,1.5,0.393,0.7,1.6,0.452,0.517,0.3,0.3,0.833,0.5,2.0,2.5,0.4,0.2,0.3,0.3,1.4,3.5,0
315.0,Lou Amundson,28.0,GSW,PF,46.0,7.0,15.0,1.8,4.0,0.454,0.0,0.0,0.0,1.8,4.0,0.454,0.454,0.7,1.9,0.391,1.8,2.3,4.0,0.4,0.3,0.7,0.5,1.9,4.3,0
316.0,Xavier Henry,19.0,MEM,SG,38.0,16.0,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1.0,0.5,0.3,0.1,0.3,1.3,4.3,0
317.0,Larry Sanders,22.0,MIL,C,60.0,12.0,14.5,1.9,4.5,0.433,0.0,0.0,0.0,1.9,4.5,0.433,0.433,0.5,0.8,0.56,1.0,2.0,3.0,0.3,0.4,1.2,0.6,2.0,4.3,0
318.0,Jason Smith,24.0,NOH,C,77.0,6.0,14.3,1.8,4.0,0.443,0.0,0.0,0.0,1.8,4.0,0.446,0.443,0.8,0.9,0.843,1.2,2.0,3.1,0.5,0.3,0.4,0.7,1.9,4.3,0
319.0,Earl Watson,31.0,UTA,PG,80.0,13.0,19.6,1.6,3.8,0.41,0.5,1.3,0.336,1.1,2.5,0.45,0.469,0.7,1.0,0.671,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3,0
320.0,Acie Law,26.0,2TM,PG,51.0,0.0,14.2,1.6,3.6,0.435,0.1,0.7,0.167,1.5,2.9,0.5,0.452,0.9,1.3,0.734,0.2,1.0,1.2,1.6,0.6,0.0,0.8,1.2,4.2,0
320.0,Acie Law,26.0,MEM,PG,11.0,0.0,8.5,0.3,1.7,0.158,0.0,0.5,0.0,0.3,1.2,0.231,0.158,0.5,0.9,0.6,0.3,0.7,1.0,1.3,0.4,0.0,0.9,0.9,1.1,0
320.0,Acie Law,26.0,GSW,PG,40.0,0.0,15.8,2.0,4.2,0.467,0.2,0.8,0.2,1.8,3.4,0.526,0.485,1.0,1.4,0.759,0.2,1.1,1.3,1.8,0.7,0.0,0.8,1.3,5.1,0
321.0,Alexis AjinÃ§a,22.0,2TM,C,34.0,2.0,10.0,1.7,3.9,0.444,0.4,1.0,0.353,1.4,2.9,0.475,0.489,0.4,0.5,0.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2,0
321.0,Alexis AjinÃ§a,22.0,DAL,C,10.0,2.0,7.5,1.2,3.2,0.375,0.3,0.7,0.429,0.9,2.5,0.36,0.422,0.2,0.3,0.667,0.5,1.2,1.7,0.2,0.3,0.5,0.1,1.3,2.9,0
321.0,Alexis AjinÃ§a,22.0,TOR,C,24.0,0.0,11.0,2.0,4.2,0.465,0.4,1.1,0.333,1.6,3.1,0.514,0.51,0.5,0.6,0.733,0.5,2.0,2.5,0.3,0.3,0.6,0.7,2.5,4.8,0
322.0,Jason Maxiell,27.0,DET,PF,57.0,14.0,16.3,1.6,3.3,0.492,0.0,0.0,0.0,1.6,3.3,0.492,0.492,0.9,1.7,0.515,1.2,1.9,3.0,0.3,0.4,0.4,0.8,1.6,4.2,0
323.0,Eric Maynor,23.0,OKC,PG,82.0,0.0,14.6,1.6,4.1,0.402,0.5,1.2,0.385,1.2,2.9,0.409,0.458,0.5,0.7,0.729,0.3,1.2,1.5,2.9,0.4,0.1,0.9,1.2,4.2,0
324.0,Ronny Turiaf,28.0,NYK,C,64.0,21.0,17.8,1.6,2.5,0.632,0.0,0.0,0.0,1.6,2.5,0.632,0.632,1.0,1.5,0.622,1.0,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2,0
325.0,Eugene Jeter,27.0,SAC,PG,62.0,1.0,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.437,0.421,0.6,0.7,0.902,0.1,1.0,1.1,2.6,0.5,0.0,0.8,0.9,4.1,0
326.0,Josh Powell,28.0,ATL,PF,54.0,0.0,12.1,1.7,3.9,0.452,0.0,0.0,0.0,1.7,3.8,0.454,0.452,0.7,0.8,0.8,0.9,1.6,2.5,0.4,0.1,0.1,1.0,1.4,4.1,0
327.0,Kurt Thomas,38.0,CHI,PF,52.0,37.0,22.7,1.8,3.6,0.511,0.0,0.0,1.0,1.8,3.6,0.508,0.513,0.4,0.6,0.625,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,0
328.0,Ekpe Udoh,23.0,GSW,C,58.0,18.0,17.8,1.7,3.8,0.437,0.0,0.0,0.0,1.7,3.8,0.437,0.437,0.7,1.1,0.656,1.4,1.7,3.1,0.7,0.4,1.5,0.8,2.5,4.1,0
329.0,Semih Erden,24.0,2TM,C,41.0,8.0,14.5,1.5,2.7,0.559,0.0,0.0,0.0,1.5,2.7,0.559,0.559,1.0,1.5,0.65,0.9,2.0,2.9,0.5,0.4,0.6,0.8,2.5,4.0,0
329.0,Semih Erden,24.0,BOS,C,37.0,7.0,14.4,1.6,2.6,0.598,0.0,0.0,0.0,1.6,2.6,0.598,0.598,0.9,1.5,0.63,0.8,2.1,2.9,0.5,0.4,0.6,0.9,2.5,4.1,0
329.0,Semih Erden,24.0,CLE,C,4.0,1.0,16.0,1.0,3.5,0.286,0.0,0.0,0.0,1.0,3.5,0.286,0.286,1.3,1.5,0.833,1.5,1.3,2.8,0.3,0.5,0.8,0.5,3.0,3.3,0
330.0,Steve Blake,30.0,LAL,PG,79.0,0.0,20.0,1.4,3.9,0.359,0.9,2.4,0.378,0.5,1.4,0.327,0.479,0.3,0.4,0.867,0.2,1.7,2.0,2.2,0.5,0.0,0.9,1.3,4.0,0
331.0,Cartier Martin,26.0,WAS,SF,52.0,1.0,10.4,1.4,3.5,0.39,0.8,1.9,0.394,0.6,1.6,0.386,0.497,0.5,0.8,0.7,0.4,1.0,1.4,0.3,0.3,0.1,0.3,1.0,4.0,0
332.0,Jawad Williams,27.0,CLE,SF,26.0,1.0,15.0,1.6,4.8,0.325,0.5,1.7,0.289,1.1,3.1,0.346,0.377,0.3,0.5,0.75,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4.0,0
333.0,Luke Harangody,23.0,2TM,PF,49.0,0.0,13.1,1.6,4.2,0.383,0.3,1.3,0.242,1.3,2.9,0.45,0.422,0.4,0.5,0.731,0.8,2.1,2.9,0.6,0.3,0.3,0.3,1.6,3.9,0
333.0,Luke Harangody,23.0,BOS,PF,28.0,0.0,8.6,1.0,2.5,0.394,0.1,0.4,0.2,0.9,2.2,0.426,0.408,0.2,0.3,0.625,0.6,1.4,2.0,0.4,0.1,0.3,0.2,1.3,2.3,0
333.0,Luke Harangody,23.0,CLE,PF,21.0,0.0,19.0,2.4,6.4,0.378,0.7,2.7,0.25,1.8,3.8,0.468,0.43,0.7,0.9,0.778,1.1,3.1,4.2,1.0,0.5,0.5,0.5,2.1,6.2,0
334.0,Earl Clark,23.0,2TM,SF,42.0,0.0,11.0,1.6,3.8,0.43,0.0,0.1,0.0,1.6,3.6,0.444,0.43,0.6,1.1,0.574,0.9,1.5,2.4,0.2,0.2,0.4,0.7,1.1,3.9,0
334.0,Earl Clark,23.0,PHO,SF,9.0,0.0,8.0,1.3,3.4,0.387,0.0,0.0,0.0,1.3,3.4,0.387,0.387,0.6,1.1,0.5,0.4,1.4,1.9,0.4,0.1,0.3,0.2,0.7,3.2,0
334.0,Earl Clark,23.0,ORL,SF,33.0,0.0,11.9,1.7,3.8,0.441,0.0,0.2,0.0,1.7,3.7,0.459,0.441,0.7,1.1,0.595,1.0,1.5,2.5,0.2,0.2,0.5,0.8,1.2,4.1,0
335.0,Earl Barron,29.0,3TM,C,21.0,7.0,14.5,1.5,4.7,0.323,0.0,0.0,0.0,1.5,4.7,0.323,0.323,0.7,1.1,0.625,1.5,2.1,3.6,0.5,0.4,0.3,0.8,2.2,3.8,0
335.0,Earl Barron,29.0,PHO,C,12.0,6.0,15.3,1.0,4.3,0.235,0.0,0.0,0.0,1.0,4.3,0.235,0.235,1.0,1.7,0.6,1.3,2.0,3.3,0.3,0.5,0.3,0.9,2.7,3.0,0
335.0,Earl Barron,29.0,MIL,C,7.0,0.0,12.1,2.4,5.3,0.459,0.0,0.0,0.0,2.4,5.3,0.459,0.459,0.3,0.3,1.0,1.7,1.4,3.1,0.6,0.3,0.3,0.3,1.4,5.1,0
335.0,Earl Barron,29.0,POR,C,2.0,1.0,18.5,1.5,5.5,0.273,0.0,0.0,0.0,1.5,5.5,0.273,0.273,0.5,1.0,0.5,2.0,5.0,7.0,1.5,0.0,0.0,1.5,2.0,3.5,0
336.0,Derrick Brown,23.0,2TM,SF,49.0,1.0,11.8,1.5,2.7,0.565,0.1,0.2,0.5,1.4,2.5,0.57,0.584,0.7,1.2,0.533,0.8,1.2,2.0,0.7,0.4,0.2,0.7,1.2,3.8,0
336.0,Derrick Brown,23.0,CHA,SF,41.0,1.0,11.9,1.5,2.8,0.549,0.0,0.1,0.333,1.5,2.6,0.561,0.558,0.6,1.1,0.532,0.8,1.3,2.0,0.7,0.4,0.2,0.7,1.2,3.7,0
336.0,Derrick Brown,23.0,NYK,SF,8.0,0.0,11.0,1.5,2.3,0.667,0.4,0.5,0.75,1.1,1.8,0.643,0.75,0.9,1.6,0.538,1.1,0.8,1.9,0.5,0.5,0.3,0.9,1.4,4.3,0
337.0,Brandan Wright,23.0,2TM,PF,37.0,2.0,10.2,1.6,3.2,0.513,0.0,0.0,0.0,1.6,3.2,0.513,0.513,0.6,0.8,0.677,0.8,1.6,2.4,0.3,0.3,0.5,0.4,0.9,3.8,0
337.0,Brandan Wright,23.0,GSW,PF,21.0,1.0,9.3,1.8,3.0,0.603,0.0,0.0,0.0,1.8,3.0,0.603,0.603,0.3,0.7,0.5,0.7,1.3,2.0,0.2,0.1,0.5,0.5,0.9,4.0,0
337.0,Brandan Wright,23.0,NJN,PF,16.0,1.0,11.5,1.4,3.4,0.407,0.0,0.0,0.0,1.4,3.4,0.407,0.407,0.9,1.1,0.824,1.1,1.9,3.0,0.4,0.5,0.4,0.3,0.9,3.6,0
338.0,Maurice Ager,26.0,MIN,SG,4.0,0.0,7.3,1.5,2.8,0.545,0.8,1.0,0.75,0.8,1.8,0.429,0.682,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8,0
339.0,Lazar Hayward,24.0,MIN,SF,42.0,0.0,10.0,1.3,3.7,0.357,0.4,1.4,0.283,0.9,2.2,0.404,0.412,0.8,1.0,0.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1.0,3.8,0
340.0,Ben Uzoh,22.0,NJN,PG,42.0,0.0,10.4,1.5,3.4,0.424,0.1,0.2,0.375,1.4,3.2,0.426,0.434,0.8,1.3,0.589,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0.7,3.8,0
341.0,Mario West,26.0,NJN,SG,6.0,3.0,19.3,1.5,3.5,0.429,0.2,0.7,0.25,1.3,2.8,0.471,0.452,0.5,0.8,0.6,0.3,1.5,1.8,1.7,1.2,0.0,0.3,2.2,3.7,0
342.0,Timofey Mozgov,24.0,2TM,C,45.0,14.0,11.6,1.4,3.0,0.474,0.0,0.0,0.0,1.4,3.0,0.474,0.474,0.8,1.2,0.712,1.0,1.7,2.7,0.3,0.3,0.6,0.8,1.9,3.6,0
342.0,Timofey Mozgov,24.0,NYK,C,34.0,14.0,13.5,1.5,3.3,0.464,0.0,0.0,0.0,1.5,3.3,0.464,0.464,0.9,1.3,0.705,1.2,1.9,3.1,0.4,0.4,0.7,0.9,2.2,4.0,0
342.0,Timofey Mozgov,24.0,DEN,C,11.0,0.0,6.0,1.0,1.9,0.524,0.0,0.0,0.0,1.0,1.9,0.524,0.524,0.5,0.7,0.75,0.5,1.1,1.5,0.0,0.1,0.2,0.3,0.7,2.5,0
343.0,James Anderson,21.0,SAS,SF,26.0,2.0,11.0,1.2,3.1,0.383,0.7,1.8,0.391,0.5,1.3,0.371,0.494,0.5,0.7,0.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6,0
344.0,Jeremy Evans,23.0,UTA,SF,49.0,3.0,9.4,1.6,2.3,0.661,0.0,0.0,0.0,1.6,2.3,0.667,0.661,0.5,0.8,0.703,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,3.6,0
345.0,Solomon Jones,26.0,IND,C,39.0,0.0,13.5,1.3,3.1,0.405,0.0,0.0,0.0,1.3,3.1,0.408,0.405,1.1,1.6,0.661,1.2,1.7,2.9,0.8,0.3,0.6,0.9,2.4,3.6,0
346.0,Greivis VÃ¡squez,24.0,MEM,PG,70.0,1.0,12.3,1.4,3.3,0.408,0.4,1.2,0.291,1.0,2.1,0.476,0.461,0.5,0.6,0.773,0.2,0.9,1.0,2.2,0.3,0.1,1.0,1.2,3.6,0
347.0,Julian Wright,23.0,TOR,SF,52.0,6.0,14.7,1.6,3.1,0.513,0.0,0.2,0.2,1.5,2.9,0.533,0.519,0.4,0.8,0.512,0.9,1.4,2.3,1.1,0.8,0.4,0.8,0.9,3.6,0
348.0,Steve Novak,27.0,2TM,SF,30.0,0.0,7.2,1.2,2.2,0.522,0.9,1.5,0.565,0.3,0.7,0.429,0.716,0.3,0.3,1.0,0.1,0.8,0.9,0.1,0.0,0.2,0.1,0.5,3.5,0
348.0,Steve Novak,27.0,DAL,SF,7.0,0.0,2.6,0.6,1.1,0.5,0.4,0.6,0.75,0.1,0.6,0.25,0.688,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.4,1.6,0
348.0,Steve Novak,27.0,SAS,SF,23.0,0.0,8.6,1.3,2.6,0.525,1.0,1.8,0.548,0.3,0.7,0.471,0.72,0.3,0.3,1.0,0.2,0.8,1.0,0.1,0.0,0.2,0.2,0.5,4.0,0
349.0,Johan Petro,25.0,NJN,C,77.0,1.0,11.6,1.7,3.8,0.445,0.0,0.1,0.0,1.7,3.7,0.451,0.445,0.2,0.4,0.536,0.8,1.9,2.8,0.6,0.4,0.4,0.6,2.3,3.5,0
350.0,Damien Wilkins,31.0,ATL,SF,52.0,0.0,13.0,1.3,2.6,0.504,0.0,0.2,0.2,1.3,2.4,0.528,0.511,0.8,1.1,0.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5,0
351.0,David Andersen,30.0,2TM,PF,40.0,0.0,9.3,1.4,3.0,0.463,0.2,0.6,0.348,1.2,2.5,0.49,0.496,0.4,0.6,0.636,0.5,1.6,2.1,0.3,0.1,0.2,0.6,1.0,3.4,0
351.0,David Andersen,30.0,TOR,PF,11.0,0.0,13.6,2.1,4.3,0.489,0.3,0.9,0.3,1.8,3.4,0.541,0.521,0.6,0.6,1.0,0.7,2.4,3.1,0.6,0.3,0.3,0.7,1.0,5.1,0
351.0,David Andersen,30.0,NOH,PF,29.0,0.0,7.7,1.1,2.6,0.446,0.2,0.4,0.385,1.0,2.1,0.459,0.48,0.2,0.5,0.467,0.4,1.3,1.7,0.2,0.1,0.2,0.5,1.0,2.7,0
352.0,Stephen Graham,28.0,NJN,SG,59.0,28.0,16.3,1.4,3.4,0.405,0.1,0.4,0.238,1.3,3.0,0.425,0.418,0.5,0.6,0.816,0.3,1.8,2.1,0.7,0.2,0.0,0.6,1.8,3.4,0
353.0,DaJuan Summers,23.0,DET,SF,22.0,1.0,9.0,1.3,3.1,0.406,0.4,1.0,0.429,0.9,2.2,0.396,0.471,0.4,0.9,0.45,0.1,0.5,0.5,0.1,0.1,0.0,0.6,1.0,3.4,0
354.0,Larry Owens,28.0,2TM,SF,12.0,0.0,11.9,1.3,2.7,0.469,0.5,1.1,0.462,0.8,1.6,0.474,0.563,0.3,0.8,0.444,0.1,1.2,1.3,0.7,0.8,0.4,0.4,1.5,3.3,0
354.0,Larry Owens,28.0,SAS,SF,7.0,0.0,4.4,0.4,0.9,0.5,0.1,0.4,0.333,0.3,0.4,0.667,0.583,0.3,0.6,0.5,0.0,0.6,0.6,0.1,0.3,0.0,0.0,0.6,1.3,0
354.0,Larry Owens,28.0,WAS,SF,5.0,0.0,22.4,2.4,5.2,0.462,1.0,2.0,0.5,1.4,3.2,0.438,0.558,0.4,1.0,0.4,0.2,2.0,2.2,1.4,1.4,1.0,1.0,2.8,6.2,0
355.0,Anthony Carter,35.0,2TM,PG,33.0,0.0,14.0,1.4,3.2,0.425,0.4,1.2,0.3,1.0,2.0,0.5,0.481,0.2,0.2,1.0,0.2,1.3,1.5,2.1,0.8,0.2,1.2,1.5,3.3,0
355.0,Anthony Carter,35.0,DEN,PG,14.0,0.0,10.9,0.7,2.1,0.333,0.3,0.9,0.333,0.4,1.3,0.333,0.4,0.1,0.1,1.0,0.0,0.9,0.9,1.9,0.6,0.1,1.0,1.4,1.9,0
355.0,Anthony Carter,35.0,NYK,PG,19.0,0.0,16.3,1.8,4.0,0.461,0.4,1.5,0.286,1.4,2.5,0.563,0.513,0.3,0.3,1.0,0.4,1.7,2.1,2.3,0.9,0.3,1.3,1.6,4.4,0
356.0,Jeff Foster,34.0,IND,C,56.0,3.0,16.8,1.4,3.0,0.479,0.0,0.1,0.0,1.4,2.9,0.488,0.479,0.5,0.9,0.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,3.3,0
357.0,Dominic McGuire,25.0,CHA,SF,52.0,8.0,14.6,1.4,3.5,0.396,0.0,0.0,0.0,1.4,3.5,0.4,0.396,0.6,0.8,0.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,0
358.0,Ronnie Price,27.0,UTA,SG,59.0,0.0,12.2,1.3,3.6,0.352,0.3,1.2,0.29,0.9,2.4,0.383,0.4,0.5,0.7,0.744,0.4,0.7,1.0,0.9,0.7,0.1,0.9,1.8,3.3,0
359.0,Kosta Koufos,21.0,2TM,C,50.0,2.0,8.7,1.4,3.0,0.453,0.0,0.0,0.0,1.4,3.0,0.459,0.453,0.5,0.9,0.558,1.1,1.5,2.6,0.1,0.2,0.5,0.6,1.2,3.2,0
359.0,Kosta Koufos,21.0,MIN,C,39.0,1.0,8.6,1.2,2.8,0.435,0.0,0.1,0.0,1.2,2.7,0.443,0.435,0.3,0.6,0.5,1.1,1.4,2.5,0.2,0.2,0.5,0.6,1.3,2.7,0
359.0,Kosta Koufos,21.0,DEN,C,11.0,1.0,8.9,1.9,3.8,0.5,0.0,0.0,0.0,1.9,3.8,0.5,0.5,1.1,1.7,0.632,1.4,1.6,3.0,0.0,0.2,0.5,0.5,0.8,4.9,0
360.0,Darnell Jackson,25.0,SAC,PF,59.0,2.0,8.2,1.3,2.7,0.487,0.1,0.2,0.273,1.3,2.5,0.503,0.497,0.5,0.8,0.612,0.8,0.8,1.6,0.2,0.2,0.1,0.4,1.0,3.2,0
361.0,Von Wafer,25.0,BOS,SG,58.0,2.0,9.5,1.2,2.7,0.421,0.3,1.2,0.269,0.8,1.6,0.533,0.478,0.6,0.7,0.842,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.7,3.2,0
362.0,Troy Murphy,30.0,2TM,PF,35.0,4.0,13.3,1.2,3.3,0.368,0.1,0.9,0.152,1.1,2.3,0.457,0.39,0.6,0.9,0.667,0.6,2.6,3.2,0.7,0.4,0.1,0.6,1.3,3.1,0
362.0,Troy Murphy,30.0,NJN,PF,18.0,4.0,16.0,1.4,4.2,0.342,0.2,1.3,0.174,1.2,2.9,0.415,0.368,0.5,0.9,0.529,0.6,3.6,4.2,0.9,0.4,0.1,0.7,1.6,3.6,0
362.0,Troy Murphy,30.0,BOS,PF,17.0,0.0,10.5,0.9,2.2,0.421,0.1,0.6,0.1,0.9,1.6,0.536,0.434,0.6,0.8,0.846,0.6,1.6,2.2,0.4,0.5,0.1,0.4,1.1,2.6,0
363.0,Joey Dorsey,27.0,TOR,C,43.0,9.0,12.1,1.2,2.3,0.525,0.0,0.0,0.0,1.2,2.3,0.525,0.525,0.7,1.5,0.477,1.8,2.6,4.4,0.6,0.6,0.4,0.9,1.8,3.1,0
364.0,Devin Ebanks,21.0,LAL,SG,20.0,0.0,5.9,1.1,2.6,0.412,0.1,0.3,0.4,1.0,2.3,0.413,0.431,0.9,1.2,0.783,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1,0
365.0,Aaron Gray,26.0,NOH,C,41.0,6.0,13.0,1.4,2.4,0.566,0.0,0.0,0.0,1.4,2.4,0.566,0.566,0.4,0.8,0.5,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,3.1,0
366.0,Ian Mahinmi,24.0,DAL,C,56.0,0.0,8.7,1.0,1.8,0.561,0.0,0.0,0.0,1.0,1.7,0.573,0.561,1.1,1.5,0.768,0.8,1.4,2.1,0.1,0.3,0.3,0.4,1.9,3.1,0
367.0,Lance Stephenson,20.0,IND,SG,12.0,0.0,9.6,1.1,3.3,0.333,0.0,0.4,0.0,1.1,2.8,0.382,0.333,0.9,1.2,0.786,0.1,1.4,1.5,1.8,0.3,0.0,1.3,1.2,3.1,0
368.0,Armon Johnson,21.0,POR,PG,38.0,0.0,7.3,1.2,2.7,0.455,0.1,0.3,0.417,1.1,2.3,0.461,0.48,0.3,0.6,0.591,0.3,0.7,0.9,1.2,0.1,0.0,1.0,0.8,2.9,0
