Rk,Player,Age,Tm,Pos,G,GS,MP,FG%,Dist.,% of FGA by Distance_2P,% of FGA by Distance_0-3,% of FGA by Distance_3-10,% of FGA by Distance_10-16,% of FGA by Distance_16-3P,% of FGA by Distance_3P,FG% by Distance_2P,FG% by Distance_0-3,FG% by Distance_3-10,FG% by Distance_10-16,FG% by Distance_16-3P,FG% by Distance_3P,% of FG Ast'd_2P,% of FG Ast'd_3P,Dunks_%FGA,Dunks_#,Corner 3s_%3PA,Corner 3s_3P%,Heaves_Att.,Heaves_Md.,Awards
410.0,Alando Tucker,25.0,2TM,SF,15.0,0.0,96.0,0.436,9.1,0.821,0.462,0.128,0.051,0.179,0.179,0.5,0.611,0.4,0.0,0.429,0.143,0.438,1.0,0.051,0.0,0.429,0.0,0.0,0.0,0
410.0,Alando Tucker,25.0,PHO,SF,11.0,0.0,71.0,0.433,9.5,0.767,0.467,0.1,0.067,0.133,0.233,0.522,0.571,0.667,0.0,0.5,0.143,0.333,1.0,0.067,0.0,0.429,0.0,0.0,0.0,0
410.0,Alando Tucker,25.0,MIN,SF,4.0,0.0,25.0,0.444,8.6,1.0,0.444,0.222,0.0,0.333,0.0,0.444,0.75,0.0,0.0,0.333,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
411.0,PrimoÅ¾ Brezec,30.0,2TM,C,21.0,0.0,95.0,0.346,8.8,1.0,0.346,0.154,0.231,0.269,0.0,0.346,0.333,0.5,0.167,0.429,0.0,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
411.0,PrimoÅ¾ Brezec,30.0,PHI,C,7.0,0.0,36.0,0.154,7.9,1.0,0.385,0.154,0.308,0.154,0.0,0.154,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
411.0,PrimoÅ¾ Brezec,30.0,MIL,C,14.0,0.0,59.0,0.538,9.7,1.0,0.308,0.154,0.154,0.385,0.0,0.538,0.75,0.5,0.5,0.4,0.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
412.0,Renaldo Balkman,25.0,DEN,SF,13.0,1.0,91.0,0.333,12.7,0.611,0.389,0.056,0.056,0.111,0.389,0.545,0.857,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0
413.0,Sean Marks,34.0,NOH,C,14.0,0.0,75.0,0.5,7.7,1.0,0.625,0.0,0.0,0.375,0.0,0.5,0.6,0.0,0.0,0.333,0.0,0.75,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0
414.0,Cedric Jackson,23.0,3TM,PG,12.0,0.0,74.0,0.3,14.1,0.7,0.35,0.15,0.0,0.2,0.3,0.357,0.571,0.333,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0
414.0,Cedric Jackson,23.0,CLE,PG,5.0,0.0,10.0,0.0,21.3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
414.0,Cedric Jackson,23.0,SAS,PG,3.0,0.0,25.0,0.286,8.5,0.714,0.571,0.143,0.0,0.0,0.286,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
414.0,Cedric Jackson,23.0,WAS,PG,4.0,0.0,39.0,0.364,12.6,0.727,0.273,0.182,0.0,0.273,0.273,0.375,0.667,0.5,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
415.0,Othyus Jeffers,24.0,UTA,SG,14.0,0.0,73.0,0.414,2.5,1.0,0.759,0.103,0.069,0.069,0.0,0.414,0.5,0.333,0.0,0.0,0.0,0.417,0.0,0.172,4.0,0.0,0.0,0.0,0.0,0
416.0,Desmond Mason,32.0,SAC,SF,5.0,4.0,66.0,0.417,6.3,1.0,0.583,0.0,0.333,0.083,0.0,0.417,0.571,0.0,0.0,1.0,0.0,0.8,0.0,0.167,2.0,0.0,0.0,0.0,0.0,0
417.0,Francisco Elson,33.0,2TM,C,12.0,0.0,66.0,0.333,11.8,1.0,0.2,0.067,0.2,0.533,0.0,0.333,0.667,0.0,0.333,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
417.0,Francisco Elson,33.0,MIL,C,11.0,0.0,62.0,0.308,13.9,1.0,0.154,0.077,0.231,0.538,0.0,0.308,0.5,0.0,0.333,0.286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
417.0,Francisco Elson,33.0,PHI,C,1.0,0.0,4.0,0.5,9.7,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
418.0,Eddy Curry,27.0,NYK,C,7.0,0.0,62.0,0.381,3.5,1.0,0.476,0.524,0.0,0.0,0.0,0.381,0.3,0.455,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
419.0,Mike Wilks,30.0,OKC,PG,4.0,0.0,59.0,0.5,16.8,0.75,0.083,0.083,0.25,0.333,0.25,0.444,1.0,1.0,0.333,0.25,0.667,0.25,1.0,0.0,0.0,0.667,0.5,0.0,0.0,0
420.0,Kareem Rush,29.0,LAC,SG,7.0,0.0,58.0,0.364,14.3,0.727,0.182,0.091,0.273,0.182,0.273,0.375,0.5,1.0,0.333,0.0,0.333,0.333,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0
421.0,Byron Mullens,20.0,OKC,PF,13.0,0.0,54.0,0.368,10.0,1.0,0.316,0.105,0.211,0.368,0.0,0.368,0.5,0.0,0.5,0.286,0.0,0.714,0.0,0.105,2.0,0.0,0.0,0.0,0.0,0
422.0,Shavlik Randolph,26.0,2TM,PF,6.0,0.0,53.0,0.333,3.0,1.0,0.722,0.222,0.0,0.056,0.0,0.333,0.308,0.5,0.0,0.0,0.0,0.333,0.0,0.111,1.0,0.0,0.0,0.0,0.0,0
422.0,Shavlik Randolph,26.0,MIA,PF,3.0,0.0,47.0,0.333,2.8,1.0,0.733,0.2,0.0,0.067,0.0,0.333,0.273,0.667,0.0,0.0,0.0,0.2,0.0,0.067,1.0,0.0,0.0,0.0,0.0,0
422.0,Shavlik Randolph,26.0,POR,PF,3.0,0.0,6.0,0.333,3.2,1.0,0.667,0.333,0.0,0.0,0.0,0.333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0
423.0,Patrick O'Bryant,23.0,TOR,C,11.0,0.0,51.0,0.533,9.9,0.933,0.267,0.267,0.267,0.133,0.067,0.571,0.5,0.5,0.5,1.0,0.0,0.625,0.0,0.067,1.0,0.0,0.0,0.0,0.0,0
424.0,Travis Diener,27.0,2TM,PG,9.0,0.0,51.0,0.2,22.9,0.3,0.0,0.0,0.1,0.2,0.7,0.333,0.0,0.0,1.0,0.0,0.143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
424.0,Travis Diener,27.0,IND,PG,4.0,0.0,25.0,0.167,24.5,0.167,0.0,0.0,0.0,0.167,0.833,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
424.0,Travis Diener,27.0,POR,PG,5.0,0.0,26.0,0.25,21.2,0.5,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
425.0,Mike James,34.0,WAS,PG,4.0,0.0,46.0,0.3,17.3,0.7,0.05,0.2,0.05,0.4,0.3,0.286,0.0,0.25,1.0,0.25,0.333,0.5,1.0,0.0,0.0,0.5,0.667,0.0,0.0,0
426.0,Brian Cook,29.0,HOU,PF,15.0,0.0,44.0,0.304,15.7,0.609,0.261,0.0,0.174,0.174,0.391,0.357,0.667,0.0,0.25,0.0,0.222,0.6,1.0,0.043,1.0,0.0,0.0,0.0,0.0,0
427.0,Marcus Haislip,29.0,SAS,SF,10.0,0.0,44.0,0.476,14.0,0.762,0.286,0.048,0.048,0.381,0.238,0.438,0.5,1.0,1.0,0.25,0.6,0.429,1.0,0.0,0.0,0.4,0.5,0.0,0.0,0
428.0,Yakhouba Diawara,27.0,MIA,SG,6.0,2.0,44.0,0.2,18.4,0.4,0.2,0.0,0.0,0.2,0.6,0.25,0.5,0.0,0.0,0.0,0.167,1.0,1.0,0.1,1.0,0.333,0.0,0.0,0.0,0
429.0,Patty Mills,21.0,POR,PG,10.0,0.0,38.0,0.417,13.6,0.833,0.292,0.083,0.125,0.333,0.167,0.4,0.286,1.0,0.333,0.375,0.5,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
430.0,Will Conroy,27.0,HOU,PG,5.0,0.0,36.0,0.3,9.7,0.7,0.4,0.3,0.0,0.0,0.3,0.429,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0
431.0,Othello Hunter,23.0,ATL,SF,7.0,0.0,33.0,0.333,3.7,1.0,0.583,0.333,0.083,0.0,0.0,0.333,0.429,0.25,0.0,0.0,0.0,0.75,0.0,0.083,1.0,0.0,0.0,0.0,0.0,0
432.0,Taylor Griffin,23.0,PHO,SF,8.0,0.0,32.0,0.4,11.6,0.8,0.3,0.1,0.3,0.1,0.2,0.5,1.0,0.0,0.333,0.0,0.0,0.75,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0
433.0,Alexis AjinÃ§a,21.0,CHA,C,6.0,0.0,30.0,0.5,8.4,1.0,0.4,0.2,0.1,0.3,0.0,0.5,1.0,0.0,0.0,0.333,0.0,0.8,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0
434.0,Joe Alexander,23.0,CHI,SF,8.0,0.0,29.0,0.167,9.2,0.833,0.5,0.0,0.167,0.167,0.167,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
435.0,Oliver Lafayette,25.0,BOS,SG,1.0,0.0,22.0,0.5,18.9,0.667,0.0,0.167,0.0,0.5,0.333,0.5,0.0,1.0,0.0,0.333,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0
436.0,Jason Hart,31.0,2TM,PG,5.0,0.0,22.0,0.5,17.6,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
436.0,Jason Hart,31.0,MIN,PG,1.0,0.0,5.0,0.0,16.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
436.0,Jason Hart,31.0,NOH,PG,4.0,0.0,17.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
437.0,Antonio Anderson,24.0,OKC,SF,1.0,0.0,15.0,0.333,18.6,1.0,0.0,0.0,0.333,0.667,0.0,0.333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
438.0,Paul Davis,25.0,WAS,PF,2.0,0.0,8.0,0.5,10.3,1.0,0.25,0.25,0.25,0.25,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
439.0,Ryan Bowen,34.0,OKC,SF,1.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
440.0,Dwayne Jones,26.0,PHO,PF,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
441.0,Trey Gilder,25.0,MEM,SF,2.0,0.0,5.0,1.0,17.4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
442.0,JamesOn Curry,24.0,LAC,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,League Average,0.0,0,0,0.0,0.0,0.0,0.461,11.8,0.778,0.32,0.129,0.11,0.218,0.222,0.492,0.613,0.421,0.4,0.402,0.355,0.505,0.847,0.048,0.0,0.258,0.392,0.0,0.0,0
