Rk,Player,Age,Tm,Pos,G,GS,MP,FG%,Dist.,% of FGA by Distance_2P,% of FGA by Distance_0-3,% of FGA by Distance_3-10,% of FGA by Distance_10-16,% of FGA by Distance_16-3P,% of FGA by Distance_3P,FG% by Distance_2P,FG% by Distance_0-3,FG% by Distance_3-10,FG% by Distance_10-16,FG% by Distance_16-3P,FG% by Distance_3P,% of FG Ast'd_2P,% of FG Ast'd_3P,Dunks_%FGA,Dunks_#,Corner 3s_%3PA,Corner 3s_3P%,Heaves_Att.,Heaves_Md.,Awards
185.0,Dewayne Dedmon,28.0,ATL,C,62.0,46.0,1542.0,0.524,12.5,0.704,0.281,0.138,0.147,0.138,0.296,0.595,0.776,0.485,0.471,0.47,0.355,0.8,1.0,0.115,50.0,0.461,0.4,0.0,0.0,0
186.0,JaMychal Green,27.0,MEM,PF,55.0,54.0,1542.0,0.457,10.5,0.74,0.447,0.086,0.064,0.143,0.26,0.499,0.624,0.214,0.226,0.4,0.339,0.583,0.977,0.111,48.0,0.417,0.358,0.0,0.0,0
187.0,Dwyane Wade,36.0,2TM,SG,67.0,3.0,1536.0,0.438,11.2,0.837,0.309,0.151,0.196,0.183,0.163,0.468,0.659,0.398,0.306,0.368,0.288,0.401,0.531,0.031,20.0,0.216,0.25,0.0,0.0,6MOY-10
187.0,Dwyane Wade,36.0,CLE,SG,46.0,3.0,1069.0,0.455,10.9,0.839,0.329,0.131,0.228,0.156,0.161,0.479,0.678,0.404,0.313,0.353,0.329,0.4,0.522,0.03,12.0,0.243,0.176,0.0,0.0,0
187.0,Dwyane Wade,36.0,MIA,SG,21.0,0.0,467.0,0.409,11.6,0.834,0.275,0.186,0.142,0.231,0.166,0.447,0.618,0.391,0.286,0.386,0.22,0.402,0.556,0.032,8.0,0.171,0.429,0.0,0.0,0
188.0,Shabazz Napier,26.0,POR,PG,74.0,9.0,1535.0,0.42,16.2,0.589,0.192,0.085,0.087,0.226,0.411,0.45,0.559,0.222,0.348,0.483,0.376,0.241,0.72,0.002,1.0,0.156,0.412,0.0,0.0,0
189.0,Marquese Chriss,20.0,PHO,PF,72.0,49.0,1527.0,0.423,12.4,0.602,0.371,0.113,0.061,0.057,0.398,0.509,0.621,0.278,0.379,0.37,0.295,0.692,1.0,0.157,58.0,0.268,0.255,0.0,0.0,0
190.0,Kris Dunn,23.0,CHI,PG,52.0,43.0,1525.0,0.429,12.0,0.799,0.263,0.168,0.179,0.189,0.201,0.457,0.543,0.393,0.387,0.46,0.321,0.173,0.628,0.033,19.0,0.134,0.389,1.0,0.0,0
191.0,Jakob Poeltl,22.0,TOR,C,82.0,0.0,1524.0,0.659,2.4,0.995,0.734,0.211,0.047,0.003,0.005,0.66,0.734,0.444,0.5,0.0,0.5,0.73,1.0,0.102,37.0,1.0,0.5,0.0,0.0,6MOY-12
192.0,Fred VanVleet,23.0,TOR,PG,76.0,0.0,1520.0,0.426,13.9,0.521,0.327,0.132,0.037,0.026,0.479,0.437,0.567,0.236,0.05,0.357,0.414,0.242,0.778,0.0,0.0,0.295,0.429,6.0,0.0,6MOY-3
193.0,Bryn Forbes,24.0,SAS,SG,80.0,12.0,1517.0,0.421,17.5,0.541,0.082,0.149,0.121,0.189,0.459,0.446,0.585,0.459,0.383,0.415,0.39,0.683,0.944,0.002,1.0,0.193,0.5,1.0,0.0,0
194.0,Zach Randolph,36.0,SAC,PF,59.0,58.0,1508.0,0.473,11.4,0.807,0.229,0.286,0.122,0.17,0.193,0.503,0.623,0.514,0.366,0.423,0.347,0.403,0.961,0.0,0.0,0.143,0.476,1.0,0.0,0
195.0,Justin Jackson,22.0,SAC,SF,68.0,41.0,1506.0,0.442,15.4,0.558,0.186,0.15,0.112,0.11,0.442,0.547,0.756,0.46,0.426,0.435,0.308,0.711,1.0,0.024,10.0,0.384,0.366,2.0,0.0,0
196.0,Bismack Biyombo,25.0,ORL,C,82.0,25.0,1495.0,0.52,4.2,0.997,0.534,0.31,0.122,0.031,0.003,0.521,0.713,0.303,0.302,0.273,0.0,0.803,0.0,0.247,81.0,0.0,0.0,0.0,0.0,0
197.0,Nikola MirotiÄ,26.0,2TM,PF,55.0,14.0,1494.0,0.447,16.8,0.477,0.196,0.095,0.088,0.095,0.523,0.525,0.672,0.523,0.317,0.431,0.377,0.643,0.889,0.02,14.0,0.19,0.412,0.0,0.0,6MOY-7
197.0,Nikola MirotiÄ,26.0,CHI,PF,25.0,3.0,622.0,0.474,17.1,0.467,0.185,0.096,0.083,0.099,0.533,0.525,0.696,0.448,0.36,0.433,0.429,0.595,0.87,0.017,5.0,0.174,0.536,0.0,0.0,0
197.0,Nikola MirotiÄ,26.0,NOP,PF,30.0,11.0,872.0,0.427,16.5,0.484,0.204,0.094,0.092,0.092,0.516,0.524,0.654,0.583,0.286,0.429,0.335,0.68,0.909,0.024,9.0,0.203,0.325,0.0,0.0,0
198.0,Pat Connaughton,25.0,POR,SG,82.0,5.0,1488.0,0.423,16.1,0.462,0.231,0.115,0.051,0.064,0.538,0.506,0.667,0.311,0.5,0.28,0.352,0.692,0.932,0.056,20.0,0.195,0.244,1.0,0.0,0
199.0,Wesley Johnson,30.0,LAC,SF,74.0,40.0,1486.0,0.408,17.5,0.519,0.155,0.038,0.079,0.247,0.481,0.471,0.649,0.286,0.379,0.418,0.339,0.756,0.9,0.046,16.0,0.537,0.389,1.0,0.0,0
200.0,Aron Baynes,31.0,BOS,C,81.0,67.0,1485.0,0.471,7.9,0.953,0.399,0.195,0.188,0.17,0.047,0.487,0.562,0.379,0.464,0.461,0.143,0.744,1.0,0.126,40.0,0.571,0.083,0.0,0.0,0
201.0,OG Anunoby,20.0,TOR,SF,74.0,62.0,1481.0,0.471,14.5,0.431,0.353,0.049,0.014,0.014,0.569,0.604,0.697,0.235,0.2,0.0,0.371,0.711,0.945,0.136,42.0,0.528,0.452,0.0,0.0,0
202.0,Ed Davis,28.0,POR,C,78.0,0.0,1471.0,0.582,2.4,0.997,0.695,0.267,0.031,0.003,0.003,0.584,0.67,0.385,0.444,0.0,0.0,0.576,0.0,0.154,39.0,0.0,0.0,1.0,0.0,0
203.0,Tyus Jones,21.0,MIN,PG,82.0,11.0,1467.0,0.457,14.0,0.607,0.229,0.186,0.113,0.079,0.393,0.528,0.68,0.377,0.514,0.462,0.349,0.381,0.933,0.009,2.0,0.333,0.372,2.0,0.0,0
204.0,Luke Kennard,21.0,DET,SG,73.0,9.0,1463.0,0.443,16.5,0.581,0.133,0.135,0.127,0.185,0.419,0.463,0.597,0.302,0.441,0.5,0.415,0.528,0.975,0.011,5.0,0.144,0.393,0.0,0.0,0
205.0,Josh Hart,22.0,LAL,SG,63.0,23.0,1461.0,0.469,15.1,0.475,0.317,0.061,0.053,0.043,0.525,0.551,0.681,0.261,0.3,0.313,0.396,0.633,0.936,0.027,10.0,0.198,0.513,0.0,0.0,0
206.0,Ian Clark,26.0,NOP,SG,74.0,2.0,1455.0,0.448,15.3,0.606,0.152,0.216,0.109,0.129,0.394,0.533,0.68,0.458,0.574,0.453,0.318,0.55,0.806,0.0,0.0,0.267,0.365,2.0,0.0,0
207.0,Marcus Morris,28.0,BOS,PF,54.0,21.0,1442.0,0.429,16.5,0.617,0.139,0.128,0.16,0.19,0.383,0.467,0.612,0.41,0.398,0.457,0.368,0.483,0.919,0.018,10.0,0.175,0.341,9.0,0.0,0
208.0,Jarrett Allen,19.0,BRK,C,72.0,31.0,1441.0,0.589,3.7,0.962,0.668,0.232,0.038,0.023,0.038,0.599,0.698,0.38,0.333,0.333,0.333,0.843,1.0,0.353,117.0,0.867,0.385,2.0,1.0,0
209.0,Mason Plumlee,27.0,DEN,C,74.0,26.0,1439.0,0.601,2.9,0.997,0.674,0.264,0.035,0.024,0.003,0.602,0.714,0.371,0.385,0.333,0.0,0.715,0.0,0.31,103.0,0.0,0.0,0.0,0.0,0
210.0,Malcolm Brogdon,25.0,MIL,PG,48.0,20.0,1436.0,0.485,11.7,0.68,0.374,0.127,0.115,0.064,0.32,0.532,0.66,0.297,0.414,0.469,0.385,0.396,0.726,0.022,11.0,0.261,0.476,1.0,0.0,0
211.0,Delon Wright,25.0,TOR,PG,69.0,4.0,1433.0,0.465,11.1,0.646,0.394,0.211,0.025,0.014,0.354,0.52,0.629,0.352,0.364,0.333,0.366,0.248,0.786,0.032,13.0,0.216,0.424,4.0,1.0,0
212.0,Avery Bradley,27.0,2TM,SG,46.0,46.0,1433.0,0.414,12.9,0.675,0.227,0.13,0.099,0.219,0.325,0.436,0.599,0.346,0.355,0.358,0.369,0.685,0.92,0.026,13.0,0.335,0.426,0.0,0.0,0
212.0,Avery Bradley,27.0,DET,SG,40.0,40.0,1268.0,0.409,14.6,0.66,0.221,0.125,0.098,0.216,0.34,0.423,0.571,0.338,0.375,0.341,0.381,0.704,0.919,0.025,11.0,0.314,0.459,0.0,0.0,0
212.0,Avery Bradley,27.0,LAC,SG,6.0,6.0,165.0,0.473,11.2,0.836,0.291,0.182,0.109,0.255,0.164,0.543,0.813,0.4,0.167,0.5,0.111,0.56,1.0,0.036,2.0,0.778,0.143,0.0,0.0,0
213.0,Mario Chalmers,31.0,MEM,PG,66.0,10.0,1421.0,0.379,15.1,0.569,0.242,0.142,0.106,0.079,0.431,0.456,0.542,0.333,0.404,0.486,0.277,0.278,0.83,0.0,0.0,0.209,0.3,8.0,0.0,0
214.0,Larry Nance Jr.,25.0,2TM,C,66.0,26.0,1421.0,0.581,6.2,0.971,0.581,0.157,0.087,0.148,0.029,0.594,0.733,0.369,0.333,0.426,0.167,0.744,1.0,0.269,94.0,0.25,0.0,3.0,0.0,0
214.0,Larry Nance Jr.,25.0,LAL,C,42.0,17.0,922.0,0.601,5.7,0.984,0.601,0.15,0.099,0.138,0.016,0.606,0.763,0.421,0.24,0.371,0.25,0.715,1.0,0.269,59.0,0.25,0.0,2.0,0.0,0
214.0,Larry Nance Jr.,25.0,CLE,C,24.0,9.0,499.0,0.55,6.7,0.95,0.55,0.169,0.069,0.163,0.05,0.572,0.682,0.296,0.545,0.5,0.125,0.793,1.0,0.269,35.0,0.25,0.0,1.0,0.0,0
215.0,John Wall,27.0,WAS,PG,41.0,41.0,1410.0,0.42,13.0,0.75,0.31,0.09,0.093,0.253,0.25,0.436,0.638,0.317,0.274,0.296,0.371,0.101,0.645,0.028,16.0,0.042,0.714,3.0,0.0,AS
216.0,Mike Scott,29.0,WAS,PF,76.0,1.0,1406.0,0.527,14.0,0.689,0.168,0.193,0.176,0.153,0.311,0.582,0.693,0.495,0.587,0.563,0.405,0.743,1.0,0.015,7.0,0.258,0.452,1.0,0.0,0
217.0,Alex Len,24.0,PHO,C,69.0,13.0,1395.0,0.566,2.7,0.992,0.733,0.167,0.053,0.04,0.008,0.568,0.646,0.349,0.5,0.133,0.333,0.676,1.0,0.288,95.0,0.0,0.0,0.0,0.0,0
218.0,Nick Young,32.0,GSW,SG,80.0,8.0,1393.0,0.412,20.6,0.332,0.07,0.023,0.113,0.127,0.668,0.481,0.676,0.455,0.509,0.355,0.377,0.641,0.886,0.006,1.0,0.279,0.396,1.0,0.0,0
219.0,Trey Lyles,22.0,DEN,PF,73.0,2.0,1391.0,0.491,12.9,0.604,0.3,0.185,0.078,0.04,0.396,0.563,0.697,0.392,0.535,0.409,0.381,0.642,0.988,0.08,40.0,0.188,0.366,3.0,0.0,0
220.0,Kosta Koufos,28.0,SAC,C,71.0,12.0,1391.0,0.571,5.0,1.0,0.391,0.476,0.131,0.003,0.0,0.571,0.711,0.476,0.49,1.0,0.0,0.689,0.0,0.064,24.0,0.0,0.0,0.0,0.0,0
221.0,Kyle O'Quinn,27.0,NYK,C,77.0,10.0,1387.0,0.583,7.3,0.956,0.477,0.19,0.135,0.154,0.044,0.599,0.705,0.534,0.5,0.441,0.235,0.659,1.0,0.086,30.0,0.235,0.5,1.0,0.0,0
222.0,Nemanja Bjelica,29.0,MIN,PF,67.0,21.0,1371.0,0.461,14.4,0.507,0.261,0.194,0.024,0.024,0.493,0.505,0.66,0.375,0.333,0.111,0.415,0.6,0.934,0.022,7.0,0.246,0.4,0.0,0.0,0
223.0,Bam Adebayo,20.0,MIA,C,69.0,19.0,1368.0,0.512,4.3,0.979,0.624,0.232,0.082,0.041,0.021,0.523,0.642,0.329,0.321,0.214,0.0,0.701,0.0,0.294,91.0,0.0,0.0,4.0,0.0,0
224.0,Raymond Felton,33.0,OKC,PG,82.0,2.0,1365.0,0.406,16.9,0.583,0.168,0.111,0.092,0.212,0.417,0.444,0.538,0.443,0.373,0.402,0.352,0.077,0.728,0.0,0.0,0.17,0.462,10.0,0.0,0
225.0,Shelvin Mack,27.0,ORL,PG,69.0,3.0,1365.0,0.43,13.1,0.664,0.229,0.225,0.118,0.092,0.336,0.473,0.705,0.355,0.327,0.368,0.345,0.323,0.688,0.0,0.0,0.137,0.421,0.0,0.0,0
226.0,Hassan Whiteside,28.0,MIA,C,54.0,54.0,1364.0,0.54,5.6,0.997,0.434,0.33,0.151,0.081,0.003,0.538,0.713,0.445,0.31,0.404,1.0,0.587,1.0,0.168,89.0,0.0,0.0,0.0,0.0,0
227.0,Quincy Acy,27.0,BRK,PF,70.0,8.0,1359.0,0.356,20.7,0.2,0.115,0.027,0.025,0.033,0.8,0.384,0.5,0.0,0.333,0.333,0.349,0.857,0.99,0.036,9.0,0.305,0.404,0.0,0.0,0
228.0,Lance Thomas,29.0,NYK,PF,73.0,31.0,1353.0,0.382,15.3,0.536,0.228,0.127,0.049,0.131,0.464,0.364,0.508,0.147,0.308,0.343,0.403,0.5,1.0,0.034,8.0,0.452,0.446,0.0,0.0,0
229.0,Devin Harris,34.0,2TM,PG,71.0,1.0,1340.0,0.412,15.9,0.5,0.293,0.117,0.037,0.053,0.5,0.476,0.632,0.208,0.412,0.25,0.348,0.556,0.747,0.002,0.0,0.181,0.439,9.0,0.0,0
229.0,Devin Harris,34.0,DAL,PG,44.0,1.0,807.0,0.415,14.0,0.56,0.331,0.137,0.035,0.056,0.44,0.465,0.628,0.256,0.2,0.188,0.352,0.608,0.841,0.0,0.0,0.2,0.32,5.0,0.0,0
229.0,Devin Harris,34.0,DEN,PG,27.0,0.0,533.0,0.406,17.9,0.4,0.229,0.082,0.041,0.047,0.6,0.5,0.641,0.071,0.714,0.375,0.343,0.441,0.629,0.006,0.0,0.157,0.625,4.0,0.0,0
230.0,C.J. Miles,30.0,TOR,SF,70.0,3.0,1337.0,0.379,20.8,0.242,0.095,0.065,0.032,0.048,0.758,0.434,0.667,0.256,0.368,0.276,0.361,0.635,0.933,0.025,12.0,0.196,0.494,2.0,0.0,0
231.0,Gorgui Dieng,28.0,MIN,C,79.0,0.0,1333.0,0.479,12.4,0.843,0.25,0.129,0.152,0.312,0.157,0.511,0.67,0.3,0.542,0.455,0.311,0.784,0.895,0.075,28.0,0.77,0.298,0.0,0.0,0
232.0,Andrew Harrison,23.0,MEM,PG,56.0,46.0,1326.0,0.422,13.2,0.669,0.301,0.124,0.082,0.163,0.331,0.467,0.574,0.396,0.286,0.414,0.331,0.134,0.745,0.005,1.0,0.289,0.317,0.0,0.0,0
233.0,Manu GinÃ³bili,40.0,SAS,SG,65.0,0.0,1299.0,0.434,13.8,0.585,0.283,0.153,0.099,0.048,0.415,0.506,0.641,0.408,0.348,0.364,0.333,0.423,0.797,0.015,7.0,0.198,0.342,1.0,0.0,0
234.0,Montrezl Harrell,24.0,LAC,C,76.0,3.0,1293.0,0.635,3.5,0.987,0.646,0.268,0.051,0.02,0.013,0.641,0.734,0.49,0.429,0.273,0.143,0.669,0.0,0.234,115.0,0.0,0.0,1.0,0.0,0
235.0,Patrick Patterson,28.0,OKC,PF,82.0,3.0,1270.0,0.398,17.5,0.357,0.128,0.135,0.06,0.03,0.643,0.421,0.588,0.361,0.25,0.375,0.386,0.6,1.0,0.0,0.0,0.433,0.392,0.0,0.0,0
236.0,Maurice Harkless,24.0,POR,SF,59.0,37.0,1264.0,0.495,11.2,0.603,0.458,0.098,0.007,0.04,0.397,0.547,0.618,0.31,0.5,0.333,0.415,0.602,0.98,0.135,30.0,0.441,0.404,0.0,0.0,0
237.0,Emmanuel Mudiay,21.0,2TM,PG,64.0,14.0,1245.0,0.388,12.7,0.719,0.238,0.203,0.154,0.124,0.281,0.415,0.56,0.336,0.358,0.338,0.318,0.306,0.787,0.013,7.0,0.169,0.52,3.0,0.0,0
237.0,Emmanuel Mudiay,21.0,DEN,PG,42.0,0.0,752.0,0.401,12.9,0.683,0.23,0.22,0.143,0.09,0.317,0.414,0.5,0.394,0.348,0.345,0.373,0.33,0.763,0.012,4.0,0.206,0.571,2.0,0.0,0
237.0,Emmanuel Mudiay,21.0,NYK,PG,22.0,14.0,493.0,0.368,12.6,0.775,0.25,0.176,0.172,0.176,0.225,0.418,0.647,0.222,0.371,0.333,0.196,0.273,0.889,0.015,3.0,0.087,0.25,1.0,0.0,0
238.0,Skal LabissiÃ¨re,21.0,SAC,PF,60.0,29.0,1240.0,0.448,9.9,0.889,0.255,0.31,0.175,0.148,0.111,0.459,0.692,0.38,0.375,0.324,0.353,0.556,1.0,0.114,46.0,0.039,1.0,1.0,0.0,0
239.0,Thon Maker,20.0,MIL,C,74.0,12.0,1238.0,0.411,13.4,0.671,0.285,0.13,0.104,0.152,0.329,0.467,0.544,0.317,0.364,0.521,0.298,0.899,1.0,0.101,27.0,0.452,0.34,1.0,0.0,0
240.0,D'Angelo Russell,21.0,BRK,PG,48.0,35.0,1234.0,0.414,15.5,0.586,0.159,0.176,0.134,0.118,0.414,0.477,0.636,0.356,0.467,0.456,0.324,0.144,0.644,0.003,2.0,0.094,0.385,0.0,0.0,0
241.0,Rudy Gay,31.0,SAS,PF,57.0,6.0,1231.0,0.471,11.7,0.78,0.261,0.207,0.218,0.095,0.22,0.516,0.679,0.396,0.504,0.353,0.314,0.403,0.865,0.071,32.0,0.246,0.31,6.0,0.0,0
242.0,Corey Brewer,31.0,2TM,SG,72.0,18.0,1208.0,0.449,10.3,0.652,0.509,0.101,0.019,0.022,0.348,0.539,0.602,0.281,0.167,0.571,0.282,0.604,1.0,0.089,24.0,0.709,0.321,3.0,0.0,0
242.0,Corey Brewer,31.0,LAL,SF,54.0,2.0,694.0,0.453,8.3,0.75,0.547,0.157,0.029,0.017,0.25,0.543,0.628,0.333,0.2,0.333,0.186,0.586,1.0,0.081,12.0,0.558,0.167,2.0,0.0,0
242.0,Corey Brewer,31.0,OKC,SG,18.0,16.0,514.0,0.444,12.3,0.535,0.465,0.035,0.007,0.028,0.465,0.532,0.567,0.0,0.0,0.75,0.343,0.634,1.0,0.097,12.0,0.806,0.389,1.0,0.0,0
243.0,Maxi Kleber,26.0,DAL,PF,72.0,35.0,1206.0,0.489,12.8,0.586,0.366,0.094,0.065,0.061,0.414,0.613,0.69,0.586,0.45,0.368,0.313,0.793,1.0,0.155,44.0,0.406,0.365,1.0,0.0,0
244.0,Joe Johnson,36.0,2TM,SF,55.0,4.0,1205.0,0.406,16.2,0.597,0.033,0.244,0.189,0.131,0.403,0.493,0.667,0.523,0.471,0.426,0.276,0.226,0.975,0.003,0.0,0.386,0.321,1.0,0.0,0
244.0,Joe Johnson,36.0,UTA,SF,32.0,3.0,700.0,0.42,16.0,0.628,0.031,0.243,0.208,0.146,0.372,0.507,0.714,0.545,0.447,0.485,0.274,0.25,0.957,0.004,0.0,0.381,0.281,0.0,0.0,0
244.0,Joe Johnson,36.0,HOU,SF,23.0,1.0,505.0,0.381,16.5,0.545,0.037,0.246,0.157,0.104,0.455,0.466,0.6,0.485,0.524,0.286,0.279,0.176,1.0,0.0,0.0,0.393,0.375,1.0,0.0,0
245.0,Reggie Jackson,27.0,DET,PG,45.0,45.0,1201.0,0.426,13.7,0.707,0.156,0.251,0.172,0.128,0.293,0.475,0.6,0.434,0.515,0.351,0.308,0.088,0.577,0.009,3.0,0.142,0.417,3.0,0.0,0
246.0,Amir Johnson,30.0,PHI,C,74.0,18.0,1171.0,0.538,6.5,0.877,0.431,0.385,0.038,0.027,0.123,0.57,0.714,0.45,0.2,0.429,0.313,0.654,1.0,0.077,17.0,0.281,0.333,1.0,0.0,0
247.0,Isaiah Taylor,23.0,ATL,PG,67.0,9.0,1167.0,0.418,9.6,0.795,0.374,0.256,0.108,0.056,0.205,0.461,0.61,0.39,0.214,0.273,0.25,0.266,0.75,0.01,3.0,0.138,0.455,3.0,0.0,0
248.0,Trevor Booker,30.0,3TM,PF,68.0,7.0,1158.0,0.516,6.8,0.904,0.411,0.379,0.076,0.038,0.096,0.545,0.674,0.469,0.346,0.308,0.242,0.598,1.0,0.023,7.0,0.273,0.222,0.0,0.0,0
248.0,Trevor Booker,30.0,BRK,PF,18.0,6.0,395.0,0.513,5.9,0.92,0.387,0.447,0.06,0.027,0.08,0.536,0.655,0.463,0.444,0.25,0.25,0.514,1.0,0.02,2.0,0.417,0.4,0.0,0.0,0
248.0,Trevor Booker,30.0,PHI,PF,33.0,0.0,494.0,0.56,5.8,0.936,0.477,0.339,0.092,0.028,0.064,0.578,0.769,0.459,0.2,0.0,0.286,0.78,1.0,0.028,3.0,0.286,0.0,0.0,0.0,0
248.0,Trevor Booker,30.0,IND,PF,17.0,1.0,269.0,0.464,8.7,0.833,0.369,0.31,0.083,0.071,0.167,0.514,0.548,0.5,0.429,0.5,0.214,0.472,1.0,0.024,2.0,0.143,0.0,0.0,0.0,0
249.0,Sindarius Thornwell,23.0,LAC,SG,73.0,16.0,1156.0,0.429,10.2,0.738,0.399,0.215,0.052,0.073,0.262,0.448,0.505,0.32,0.5,0.471,0.377,0.688,1.0,0.047,7.0,0.459,0.393,2.0,0.0,0
250.0,Tyson Chandler,35.0,PHO,C,46.0,46.0,1151.0,0.647,1.0,1.0,0.93,0.053,0.005,0.011,0.0,0.647,0.672,0.2,1.0,0.5,0.0,0.669,0.0,0.412,65.0,0.0,0.0,0.0,0.0,0
251.0,Semi Ojeleye,23.0,BOS,PF,73.0,0.0,1150.0,0.346,17.8,0.335,0.165,0.101,0.021,0.048,0.665,0.397,0.484,0.316,0.5,0.222,0.32,0.8,0.95,0.037,2.0,0.496,0.371,0.0,0.0,0
252.0,Royce O'Neale,24.0,UTA,SF,69.0,4.0,1150.0,0.423,12.8,0.585,0.331,0.148,0.088,0.018,0.415,0.47,0.574,0.262,0.48,0.2,0.356,0.5,0.857,0.039,10.0,0.475,0.411,3.0,0.0,0
253.0,Ian Mahinmi,31.0,WAS,C,77.0,0.0,1145.0,0.556,3.3,0.992,0.621,0.31,0.044,0.012,0.008,0.561,0.669,0.403,0.364,0.0,0.0,0.623,0.0,0.173,37.0,0.0,0.0,1.0,0.0,0
254.0,Paul Millsap,32.0,DEN,PF,38.0,37.0,1143.0,0.464,11.3,0.74,0.2,0.326,0.168,0.048,0.26,0.506,0.644,0.486,0.452,0.238,0.345,0.491,0.949,0.039,16.0,0.177,0.5,1.0,0.0,0
255.0,Ãlex Abrines,24.0,OKC,SG,75.0,8.0,1134.0,0.395,20.3,0.241,0.127,0.041,0.027,0.041,0.759,0.443,0.595,0.25,0.625,0.083,0.38,0.548,1.0,0.034,9.0,0.253,0.375,1.0,0.0,0
256.0,Jonas Jerebko,30.0,UTA,PF,74.0,19.0,1134.0,0.466,14.0,0.54,0.261,0.176,0.041,0.062,0.46,0.511,0.708,0.3,0.5,0.286,0.414,0.691,1.0,0.038,13.0,0.42,0.53,0.0,0.0,0
257.0,MiloÅ¡ TeodosiÄ,30.0,LAC,PG,45.0,36.0,1134.0,0.419,20.7,0.356,0.064,0.036,0.083,0.172,0.644,0.492,0.652,0.385,0.533,0.435,0.379,0.302,0.705,0.0,0.0,0.082,0.421,0.0,0.0,0
258.0,Shaun Livingston,32.0,GSW,PG,71.0,7.0,1129.0,0.501,9.3,0.985,0.236,0.192,0.461,0.096,0.015,0.509,0.716,0.47,0.437,0.424,0.0,0.529,0.0,0.093,31.0,0.4,0.0,1.0,0.0,0
259.0,Jodie Meeks,30.0,WAS,SG,77.0,0.0,1119.0,0.399,17.8,0.466,0.12,0.12,0.099,0.127,0.534,0.464,0.723,0.468,0.282,0.36,0.343,0.765,0.944,0.003,0.0,0.2,0.357,0.0,0.0,0
260.0,Tyler Zeller,28.0,2TM,C,66.0,34.0,1109.0,0.56,4.7,0.916,0.53,0.308,0.039,0.039,0.084,0.578,0.672,0.466,0.385,0.385,0.357,0.757,1.0,0.054,15.0,0.75,0.476,0.0,0.0,0
260.0,Tyler Zeller,28.0,BRK,C,42.0,33.0,703.0,0.546,6.0,0.886,0.476,0.336,0.035,0.039,0.114,0.567,0.651,0.494,0.25,0.444,0.385,0.757,1.0,0.039,7.0,0.731,0.526,0.0,0.0,0
260.0,Tyler Zeller,28.0,MIL,C,24.0,1.0,406.0,0.59,3.4,0.981,0.648,0.248,0.048,0.038,0.019,0.602,0.706,0.385,0.6,0.25,0.0,0.758,0.0,0.086,8.0,1.0,0.0,0.0,0.0,0
261.0,Ben McLemore,24.0,MEM,SG,56.0,17.0,1091.0,0.421,14.8,0.574,0.241,0.126,0.062,0.145,0.426,0.477,0.6,0.34,0.522,0.37,0.346,0.706,0.964,0.024,8.0,0.283,0.378,1.0,0.0,0
262.0,DÄvis BertÄns,25.0,SAS,PF,77.0,10.0,1086.0,0.44,19.7,0.311,0.137,0.068,0.057,0.049,0.689,0.588,0.8,0.44,0.524,0.278,0.373,0.836,1.0,0.033,12.0,0.143,0.5,1.0,0.0,0
263.0,Tristan Thompson,26.0,CLE,C,53.0,22.0,1072.0,0.562,3.2,1.0,0.664,0.255,0.06,0.026,0.0,0.562,0.673,0.35,0.286,0.333,0.0,0.712,0.0,0.196,40.0,0.0,0.0,0.0,0.0,0
264.0,Tony Parker,35.0,SAS,PG,55.0,21.0,1071.0,0.459,10.4,0.905,0.338,0.144,0.126,0.296,0.095,0.479,0.626,0.393,0.429,0.374,0.27,0.286,0.9,0.0,0.0,0.757,0.286,1.0,0.0,0
265.0,Norman Powell,24.0,TOR,SG,70.0,18.0,1062.0,0.401,14.6,0.503,0.278,0.134,0.04,0.051,0.497,0.516,0.596,0.42,0.4,0.421,0.285,0.412,0.925,0.043,14.0,0.333,0.29,0.0,0.0,0
266.0,Mike Muscala,26.0,ATL,C,53.0,7.0,1060.0,0.458,15.8,0.465,0.231,0.096,0.103,0.038,0.535,0.559,0.694,0.367,0.438,0.5,0.371,0.654,1.0,0.042,10.0,0.329,0.491,0.0,0.0,0
267.0,Alec Burks,26.0,UTA,SG,64.0,1.0,1059.0,0.411,13.3,0.657,0.251,0.184,0.13,0.092,0.343,0.452,0.635,0.303,0.37,0.368,0.331,0.431,0.66,0.046,18.0,0.162,0.304,1.0,0.0,0
268.0,Treveon Graham,24.0,CHO,SG,63.0,2.0,1050.0,0.434,14.4,0.561,0.253,0.14,0.1,0.068,0.439,0.452,0.536,0.355,0.318,0.533,0.412,0.607,0.975,0.005,1.0,0.402,0.41,0.0,0.0,0
269.0,Zach Collins,20.0,POR,C,66.0,1.0,1045.0,0.398,13.5,0.609,0.266,0.152,0.114,0.08,0.391,0.455,0.623,0.318,0.333,0.304,0.31,0.65,0.971,0.059,14.0,0.292,0.394,1.0,0.0,0
270.0,Greg Monroe,27.0,3TM,C,51.0,14.0,1040.0,0.565,3.9,1.0,0.516,0.396,0.044,0.044,0.0,0.565,0.729,0.379,0.412,0.471,0.0,0.514,0.0,0.023,7.0,0.0,0.0,0.0,0.0,0
270.0,Greg Monroe,27.0,MIL,C,5.0,0.0,79.0,0.485,4.6,1.0,0.485,0.364,0.091,0.061,0.0,0.485,0.563,0.417,0.667,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
